h12,h21,L_1,L_2,L,W_1,W_2,W,U
2.6999999999999997,0.6,0.47729012441688956,1.2551625814796765,1.7324527058965662,0.5919045827209821,1.1470050979120092,0.8694548403164957,1.2660824215848252
2.6999999999999997,0.8999999999999999,0.5399133323526891,1.122586600145322,1.662499932498011,0.5963953529406875,1.069809378153501,0.8331023655470942,1.1152193552042635
2.6999999999999997,1.2,0.5930250340875443,1.0240838679168094,1.6171089020043556,0.6005085006270894,1.0189199664707445,0.8097142335489169,1.0167666485350932
2.6999999999999997,1.5,0.6389553752128799,0.9462454143793652,1.5852007895922453,0.6042314528273981,0.9824846631505555,0.7933580579889767,0.9476795386811074
2.6999999999999997,1.7999999999999998,0.6791819086405173,0.8823193382336216,1.5615012468741394,0.6075565425385314,0.9549543847603882,0.7812554636494597,0.8967054592931505
2.6999999999999997,2.1,0.7147472275963496,0.8284241951577356,1.543171422754085,0.6105082648122552,0.9333387730387733,0.7719235189255143,0.8576549782642449
2.6999999999999997,2.4,0.7464325636073472,0.7821144070651953,1.5285469706725408,0.6131249307274749,0.9158687753326462,0.7644968530300605,0.8268416452900689
2.6999999999999997,2.6999999999999997,0.7748450161688255,0.7417429644096856,1.5165879805785116,0.6154473723622822,0.9014253504557016,0.758436361408992,0.8019373286501522
2.6999999999999997,3.0,0.8004677523432437,0.7061437422605444,1.5066114946037863,0.6175139529049939,0.8892636878109448,0.7533888203579693,0.7814032303600597
3.0,0.0,0.2928247933571164,1.8431986697992053,2.136023463156323,0.5698847313483425,1.6100498114413864,1.0899672713948645,2.095068406271653
3.0,0.3,0.39316730391143334,1.4698423434202967,1.8630096473317295,0.592244476088019,1.2852567702986875,0.9387506231933532,1.5427187618321647
3.0,0.6,0.4669565835608207,1.2730008214810256,1.7399574050418458,0.5968806427869559,1.1502107770654049,0.8735457099261803,1.2841079637068857
3.0,0.8999999999999999,0.527328740065992,1.1420006148608555,1.6693293549268489,0.6005190741750973,1.0730411128156676,0.8367800934953824,1.133057611656446
3.0,1.2,0.5787102727748576,1.04456158397879,1.623271856753649,0.6039684317320766,1.0220391544373424,0.8130037930847095,1.0338479589425984
3.0,1.5,0.6233406921377215,0.9674408790360001,1.590781571173721,0.6071771101064724,0.9854516477361807,0.7963143789213265,0.9638973360175034
3.0,1.7999999999999998,0.662613529781164,0.903977759231411,1.5665912890125764,0.6101004631065771,0.9577657608060353,0.7839331119563062,0.9121018050253061
3.0,2.1,0.6974995755389172,0.8503517277888161,1.547851303327733,0.6127346586498599,0.9360044813273496,0.7743695699886047,0.8723152879588906
3.0,2.4,0.7287211493671335,0.8041619516200318,1.5328831009871653,0.6150971854171026,0.9184028458019183,0.7667500156095104,0.8408574716273062
3.0,2.6999999999999997,0.75683813038745,0.7637956616881556,1.5206337920756055,0.6172136780184302,0.9038421480956155,0.7605279130570228,0.8153938646818385
3.0,3.0,0.7822963631989077,0.7281133948688603,1.5104097580677691,0.6191113578696706,0.8915764796517021,0.7553439187606863,0.7943754952579117
