bound,W_1,W_2,W,Var_W,L_1,L_2,L,h12,h21,heatmap_bound,arrival_rate1,arrival_rate2,service_rate1,service_rate2,num_servers,CV_W
16,1.7102861304937214,2.348550222061005,1.923040827682816,7.051590725738605,0.9247888059633336,0.9967947871573201,1.9215835931206544,1.0,0.6000000000000001,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.380877153170545
16,1.7491905675755532,2.3073166868253527,1.9352326073254862,6.822909900945437,1.0261451830148496,0.9084553361148708,1.9346005191297186,1.0,0.8,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.3497447446201964
16,1.7770565959960956,2.2755226523623717,1.9432119481181875,6.640097548125784,1.1097662429221045,0.8332421382462949,1.9430083811683996,1.0,1.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.3260718553002948
16,1.7979148948708863,2.250306121583381,1.9487119704417177,6.494677758930333,1.1796016364271407,0.769149757937047,1.9487513943641888,1.0,1.2000000000000002,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.3077693391083751
16,1.8140556564559918,2.229807266747913,1.9526395265532988,6.376873468942945,1.2386506850031231,0.7141912588365318,1.9528419438396543,1.0,1.4000000000000001,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.293248024088097
16,1.826878831807605,2.21279871388878,1.95551879250133,6.279517204003204,1.2891585422943794,0.6666928622615355,1.9558514045559154,1.0,1.6,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2814484303080096
16,1.8372881578500952,2.1984460170866336,1.9576741109289413,6.19768168286089,1.3328131645011052,0.6253093731162565,1.9581225376173637,1.0,1.8,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2716694432896256
16,1.8458916247276658,2.1861633149533404,1.959315521469557,6.127923209770176,1.3708976705003426,0.5889739487743479,1.9598716192746906,1.0,2.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2634331806885217
16,1.8531119916842957,2.175526909710384,1.9605836310263252,6.067756842551896,1.404400273020644,0.5568407458687508,1.9612410188893952,1.0,2.2,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2564022687646694
16,1.8592514979665338,2.166222418022162,1.9615751379850763,6.0153373118246005,1.4340921915470928,0.528235614578293,1.962327806125386,1.0,2.4000000000000004,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2503311307378475
